"6r1/ppp5/3k4/3P3R/3P1p1K/2P3pB/PP6/8 w - - 3 37","h5g5 g8g5 h4g5 f4f3 g5g4 g3g2 g4f3 g2g1q","1777","advancedPawn crushing endgame promotion veryLong"
"r4rk1/2qbbpp1/p6B/1p6/2BP4/2PQ4/P4PP1/R4K1R w - - 0 24","h6f4 c7c4 d3c4 b5c4","1714","advantage middlegame short"
"5q1k/ppp2ppp/2pnr3/4N3/3P2P1/2P1Q3/PP3P1P/4R1K1 b - - 1 20","d6c4 e5f7 f8f7 e3e6 f7e6 e1e6","1706","crushing discoveredAttack endgame kingsideAttack long"
"rq1r2k1/1p3ppp/1P2p3/3p4/3Pnb2/1P3Q2/1B3PP1/RN3R1K b - - 6 24","e4g5 a1a8 g5f3 a8b8 d8b8 g2f3","1717","advantage long middlegame"
"r7/pp1k1p2/2pp4/7Q/3P1q2/2P5/PP2B1r1/3KR3 b - - 0 25","a8e8 h5h3 d7c7 h3g2","1716","advantage endgame fork short"
"8/1ppr1pk1/6np/pP1p4/P2P2P1/5qN1/3Q3P/R5K1 b - - 3 29","g6f4 d2f4 f3f4 g3h5 g7f8 h5f4","1763","advantage attraction endgame fork long sacrifice"
"6k1/5p1p/3p2p1/3Pb3/2P3P1/1P3Q1P/r1K5/q2R1R2 w - - 3 32","c2d3 a1d4","1783","endgame mate mateIn1 oneMove"
"r1b3k1/1p3ppp/7q/PB1pr3/5p2/P2P1N2/2PQ2Pn/R5RK w - - 0 26","f3h2 h6h2 h1h2 e5h5","1767","attraction kingsideAttack mate mateIn2 middlegame sacrifice short"
"r1bqr1k1/ppp2p1p/3b2pB/4n3/8/8/PPP1BPPP/RN1Q1RK1 w - - 6 15","d1d4 e5f3 e2f3 d6h2 g1h2 d8d4","1745","advantage discoveredAttack kingsideAttack long opening sacrifice"
"r3kr2/5pQp/3R2p1/8/3NP1P1/Pp2q2N/1P1n3P/1K1R4 w q - 1 29","b1a1 a8a3 b2a3 e3c3","1794","mate mateIn2 middlegame sacrifice short"
"bk1r3r/2pN1p1p/Q4bp1/p2qp3/Pp6/4BP1P/1PP3P1/R3R1K1 b - - 5 22","d8d7 e3a7","1705","mate mateIn1 middlegame oneMove"
"2r5/8/p1r1p3/5p1p/1PbRk1pP/4P3/1BK5/6R1 b - - 2 37","e4f3 d4f4 f3e3 b2c1 e3e2 g1g2 e2e1 c1d2","1748","endgame mate mateIn4 veryLong"
"r4rk1/pp3ppp/2pb4/2Np4/1P1P2n1/P2BRN1q/2P2P2/R2Q2K1 w - - 2 19","d3f5 d6h2 f3h2 h3h2 g1f1 h2f2","1729","kingsideAttack long mate mateIn3 middlegame"
"r2q2k1/1ppb1r1p/p2b2p1/n2QP3/7P/2N1P3/PP3PP1/1BR1K2R b K - 2 20","d6b4 e5e6 d7e6 d5e6","1712","advantage fork middlegame short"
"r5k1/3q3p/1p1R2p1/p1p1n1r1/7Q/4P2P/P4P1K/6R1 w - - 0 29","d6d7 e5f3 h2h1 g5g1","1703","arabianMate endgame fork mate mateIn2 short superGM"
"kr6/Q3p1p1/p6p/q3N3/2PPKn2/8/P4P1P/1R6 b - - 8 34","a8a7 e5c6 a7a8 b1b8","1721","arabianMate endgame fork mate mateIn2 short"
"r3kbnr/pp2pppp/8/2pqn3/6b1/2P2NP1/PP1P1PBP/RNBQK2R w KQkq - 3 7","f3e5 d5e5 e1f1 g4d1","1772","crushing opening short"
"3r1k2/4q1rp/p4p2/2p5/2P2Q2/8/1PB2PPP/1R4K1 b - - 8 29","e7e2 f4f6 g7f7 f6d8","1710","crushing endgame fork short"
"6rk/8/pp3p1p/1p6/5Q2/P2P1nPP/1P3qN1/R6K b - - 3 33","f2g3 f4h6","1706","endgame mate mateIn1 oneMove"
"r3r3/1pqnkppp/p1p1p1b1/2Pp4/PP1Pn3/3BPN2/3NQPPP/1R3RK1 w - - 1 16","b1b2 e4c3 e2e1 g6d3","1727","advantage discoveredAttack master middlegame short superGM"
"5r2/p1p2r1p/q5p1/6k1/4pbN1/1RQ4P/2PP1PP1/4KR2 b - - 0 27","f8d8 c3c5 f7f5 c5e7","1700","crushing middlegame short"
"r1bqr1k1/ppp2p1n/2n4B/4p1bN/2BP2Q1/8/PPP3PP/4RRK1 b - - 1 17","c8g4 c4f7 g8h8 h6g7","1707","fork mate mateIn2 middlegame short"
"rnb1kb1r/ppp2ppp/8/1Q1Bq3/4n3/8/PPPP1PPP/RNB1K2R b KQkq - 1 7","c8d7 d5f7 e8f7 b5e5","1733","attackingF2F7 crushing discoveredAttack opening short"
"4r1rk/pb6/1p2p1Q1/1P1pPp2/P1pP3q/2P1P2R/6PP/R6K b - - 4 28","h4h3 g6f6 h8h7 g2h3","1711","crushing endgame intermezzo short"
"8/1p3pk1/1P1Q4/3Pp1Pp/1P2Pn2/2q2P2/5P2/1BK1R3 w - - 9 37","b1c2 f4d3 c1b1 c3b2","1784","endgame fork mate mateIn2 short"
"r2qk2r/pp3ppp/2n1p1b1/1Bbp4/6P1/3P1N1P/PPP2P2/R1BQK2R w KQkq - 2 12","c1e3 d8a5 d1d2 a5b5 e3c5 b5c5","1748","advantage fork long opening"
"1r3k2/pb3pp1/2p2b1p/2P2B1q/N3QPP1/P7/7P/1R4K1 b - - 0 30","h5h3 g4g5 h3h4 g5f6","1724","crushing middlegame short"
"3r2k1/8/8/1p4p1/4R3/P1QK1PPp/7P/6q1 w - - 13 44","d3c2 g1d1 c2b2 d8d2 c3d2 d1d2","1753","crushing endgame exposedKing long"
"2B1r1k1/pp2pp2/3p2p1/7n/1qnbP2P/2NQ1P2/PPP5/1KBR3R w - - 0 19","d3d4 c4a3 b1a1 a3c2","1755","advantage deflection middlegame pin queensideAttack short"
"2r1r1k1/5pp1/5b1p/pp1P4/2q5/P1N4P/1PQ2PP1/2RR2K1 w - - 0 24","c2d3 e8e1 d1e1 c4d3","1716","crushing deflection middlegame short"
"4r3/p1QRbkp1/2p1p2p/4P1p1/5P2/4P1B1/qrP3PP/5RK1 b - - 0 22","b2c2 f4g5 f7g6 d7e7 e8e7 c7e7","1761","crushing discoveredAttack long middlegame pin"
"r1b4k/pp4pB/1np1p3/3nq3/4N3/6P1/PPQ4P/R1B2K2 b - - 0 21","h8h7 e4f6 h7h8 c2h7","1715","doubleCheck mate mateIn2 middlegame short"
"r1bqkb1r/pp2pp1p/3p1np1/4P3/2BQ4/2P5/PP3PPP/RNB1K2R b KQkq - 0 8","d6e5 c4f7 e8f7 d4d8","1780","attackingF2F7 crushing deflection opening short"
"3k4/8/2P5/p2K2p1/Pp3p1p/1P3P1P/8/8 w - - 1 53","d5c5 g5g4 f3g4 f4f3","1767","crushing endgame pawnEndgame short"
"r4rk1/5p1p/1b1q2p1/pp1p4/2P5/2P3P1/P1B2P2/1RNQR1K1 w - - 1 31","d1d5 d6g3 d5g2 b6f2","1737","advantage kingsideAttack middlegame pin short"
"2r2r1k/pp2R3/6p1/3q2Np/7Q/1P1p4/P5PP/1R4K1 w - - 0 28","b1d1 d5c5 g1h1 c5e7","1746","crushing fork middlegame short"
"r4rk1/4b3/p1p2q2/4p1pp/P1p1Q1p1/2P3P1/1P2NP2/3R1RK1 b - - 1 28","e7c5 e4c4 g8g7 c4c5","1725","advantage fork middlegame short"
"r5k1/p1q1r1p1/1ppn1p1p/4pP2/1P6/P2Q3P/2P1BPP1/R3R1K1 b - - 3 22","c6c5 d3d5 g8h7 d5a8","1701","crushing fork middlegame short"
"3r4/b2r2p1/4k3/1p1Np2p/1P1nP2P/2N3PK/5R2/5R2 b - - 1 36","a7b8 f2f6 g7f6 f1f6","1723","hookMate mate mateIn2 middlegame sacrifice short"
"8/5p1k/1p2rqpp/p4r2/4Q3/1PP2BPb/P3PP1P/R3R1K1 w - - 4 28","e4c4 f5f3 e2f3 f6f3","1702","advantage middlegame short"
"1k4r1/1p4r1/2pp4/N2q4/1R4R1/2Q2PK1/8/8 b - - 0 43","d5a5 b4b7 b8b7 c3a5","1713","crushing discoveredAttack endgame short"
"r2q1rk1/pp1b4/1b3p1p/3NQ1p1/8/P2P3P/1PP2PP1/R1B2RK1 w - - 0 18","d5e7 g8f7 e5e4 d8e7 e4h7 f7e8","1764","advantage defensiveMove long middlegame"
"1bb2rk1/6pp/p1R1p3/1p2B3/6B1/1P6/P5PP/1N4K1 b - - 0 28","b8e5 c6c8 f8c8 g4e6 g8h8 e6c8","1786","advantage attraction capturingDefender endgame fork long"
"r2qkbnr/5ppp/p1p1p3/2pPp3/2P3b1/5N2/PP3PPP/RNBQ1RK1 b kq - 1 9","c6d5 d1a4 d8d7 a4d7 e8d7 f3e5","1781","advantage attraction long opening"
"5k1r/ppp2p2/5N1p/4R3/1b2B3/6P1/PPP3KP/3r4 b - - 1 33","b4d6 e5e8 f8g7 f6h5","1736","endgame mate mateIn2 short"
"r1b2rk1/ppq2pb1/7p/6P1/2nn4/2Q2P2/PP2PBP1/3RKBNR w K - 0 16","f2d4 c7g3 d4f2 g7c3","1707","crushing opening short"
"r1b2rk1/pp1p1ppp/5B2/2b1p3/2B1P3/2P2Q2/Pq3PPP/RN2K2R w KQ - 0 12","f3g4 b2f2 e1d1 f2f6","1717","advantage attackingF2F7 fork middlegame short"
"r2nk1nr/pp3p2/2p2P2/2b1p1q1/2B2N2/3Q2Pp/PPP4P/3R3K b kq - 3 26","e5f4 d3d7 e8f8 d7d8 a8d8 d1d8","1761","deflection long mate mateIn3 middlegame"
"6k1/5pp1/2p4p/p5q1/N2Pp3/1P2K2P/P5P1/1Q6 w - - 3 31","e3e4 g5g6 e4e3 g6b1","1706","crushing endgame short skewer"
"5rk1/R3Qppp/4p3/8/3P4/p2q2P1/r4P1P/2R3K1 b - - 3 36","d3d4 e7f8 g8f8 c1c8 d4d8 c8d8","1725","attraction endgame long mate mateIn3 sacrifice"
"1Q6/5ppk/R6p/4p3/4P2b/8/P4r2/1RB1n1K1 w - - 1 49","a6a8 e1f3 g1h1 f2h2","1724","arabianMate mate mateIn2 middlegame short"
"5k2/2p1rpb1/2Q5/3Bq3/3p4/6Pp/1PPn1P1P/6RK b - - 5 32","e5e1 c6a8 e7e8 g1e1 e8a8 d5a8","1706","advantage long middlegame pin"
"r4rk1/1p1Q1ppp/p4b2/q1p5/8/P1N5/1P2PPPP/3RKB1R w K - 1 15","d7a4 f6c3 b2c3 a5a4","1750","crushing middlegame short"
"r3k1nr/p3ppbp/2qpb1p1/3N4/2p1P3/1P2BP2/P5PP/2RQKB1R b Kkq - 1 12","c4c3 f1b5 c6b5 d5c7 e8f8 c7b5","1832","attraction crushing fork long opening pin sacrifice"
"8/2N4b/1P1k1p1p/3p2p1/8/8/3K1PP1/8 b - - 0 53","h7g6 c7d5 d6c6 d5e7 c6b6 e7g6","1819","crushing endgame fork long"
"2r1Nrk1/1p1b1pp1/pq2p3/3p2R1/P7/2Q5/1P3PPP/2R3K1 b - - 0 23","c8c3 e8f6 g8h8 g5h5","1861","kingsideAttack mate mateIn2 middlegame pin short"
"1r4k1/p4ppp/Q7/1Nq5/Pr3P2/K2R3P/2P3P1/7R w - - 4 27","d3c3 b4c4 a3a2 c4c3 b5c3 c5c3","1874","crushing discoveredAttack long middlegame"
"rn2k2r/pp3pb1/2p1p3/3p4/2PP4/4q3/PP1N1RB1/R1BQ2K1 b kq - 1 16","g7d4 d2e4 d5e4 c1e3","1888","crushing discoveredAttack opening quietMove short trappedPiece"
"8/p4pkp/1p3Qp1/8/2q5/8/P1r1r1PP/5RRK b - - 4 32","g7h6 f1f4 e2e4 f6h4 h6g7 f4e4","1889","crushing endgame long"
"r5k1/8/2pp2qp/1p2prp1/p3Q1N1/P2P4/1PP2P2/2K2R2 b - - 1 29","a8c8 e4f5 g6f5 g4h6 g8h7 h6f5","1861","attraction crushing endgame exposedKing fork long sacrifice"
"r1bqk1nr/ppp1ppbp/2n3p1/1N6/3p4/4B3/PPPQ1PPP/2KR1BNR b kq - 3 9","d4e3 d2d8 c6d8 b5c7 e8f8 d1d8","1870","backRankMate deflection fork long mate mateIn3 opening"
"5r2/4PB1k/p4pR1/2pP4/1r6/4n3/q5PP/5RK1 b - - 0 34","b4b1 e7f8n h7h8 g6g8","1804","advancedPawn hangingPiece mate mateIn2 middlegame promotion short underPromotion"
"r7/p3R1pk/2p1np1p/P2q4/3P2P1/6Q1/1r3B1P/5RK1 b - - 8 36","e6d4 g3d3 h7h8 d3d4","1827","advantage middlegame short"
"7k/6p1/2P5/2Qp3p/1Pb4P/2K5/3pr1P1/8 w - - 0 46","c6c7 d2d1n c3d4 e2e4","1856","advancedPawn endgame exposedKing mate mateIn2 promotion short underPromotion"
"r3kb1r/1p3pp1/p1n2n1p/2p1N3/2BPq3/8/PPP2PPP/R1BQK2R w KQkq - 2 12","e1f1 c6e5 d4e5 e4c4 d1e2 c4e2","1814","advantage capturingDefender long opening"
"4q1rk/b4p1p/p3pP2/4P3/1p6/3Q1NN1/P5PP/7K b - - 0 38","e8d8 f3g5 g8g5 d3d8","1882","crushing deflection endgame master short"
"8/5p2/p5pp/1pB1P3/1Pb1kPKP/P7/6P1/8 w - - 0 47","g2g3 c4e6 f4f5 e6f5","1883","bishopEndgame endgame mate mateIn2 short"
"2k5/R6p/8/4Nr2/1P4n1/P5P1/2P4P/5K2 w - - 1 32","f1g2 g4e3 g2h3 f5h5","1834","anastasiaMate endgame mate mateIn2 short"
"1qr5/r1b1Qp1k/p1R1p1pp/4P3/1P1PBP2/4P1B1/6PP/6K1 b - - 2 32","c7d8 c6c8 b8c8 e7a7 c8c1 g1f2","1890","crushing long middlegame"
"5rk1/5p1p/p1B1p1p1/1pQ1P3/3N4/4n1P1/q6P/5RK1 w - - 2 34","d4e6 a2e6 c5e3 e6c6","1817","advantage hangingPiece middlegame short"
"2b3k1/p2n2pp/1p1p4/3Np1q1/3bP3/5Q2/PPP3rP/RK3R2 b - - 5 20","g2g1 f3f7 g8h8 f7e8 d7f8 e8f8","1841","long mate mateIn3 middlegame"
"2kr3r/pp3p1n/2n3bB/2b1p3/2Pp3P/P2q1PQ1/BP1N4/2KR2NR w - - 2 20","a2b1 d3c3 b2c3 c5a3","1892","bodenMate deflection mate mateIn2 middlegame queensideAttack sacrifice short"
"2rr2k1/4bppp/8/1p3bP1/p6P/P3BP2/BPP5/2KR3R w - - 2 24","c2c3 c8c3 b2c3 e7a3","1881","deflection mate mateIn2 middlegame queensideAttack sacrifice short"
"4R3/1pp4k/1n2N1pb/8/p1P5/KP6/P4q2/7R b - - 5 36","a4b3 h1h6 h7h6 e8h8","1816","anastasiaMate attraction endgame mate mateIn2 sacrifice short"
"2kr4/ppp1pp1p/6p1/4B3/2Pn4/P2r4/1P3PPP/1R2R1K1 b - - 0 18","d4e2 e1e2 d3d1 e2e1 d1b1 e1b1","1872","advantage endgame hangingPiece long"
"5rk1/Q4pp1/3p1q1p/p1b1p3/B3P3/8/2P2PPP/1r1R1RK1 w - - 2 25","a7a5 f6f2 g1h1 f2f1 d1f1 b1f1","1883","backRankMate deflection long mate mateIn3 middlegame xRayAttack"
"8/pp2Q1kp/6p1/8/8/2P5/3q1rPP/4R1K1 b - - 6 25","g7h6 e7h4 h6g7 h4f2 d2f2 g1f2","1867","crushing endgame long"
"2kr1b1r/ppp2ppp/5n2/3Pnb2/1qP5/4BN2/PP1NQPPP/2KR1B1R w - - 5 12","f3e5 b4c3 b2c3 f8a3","1893","bodenMate clearance mate mateIn2 opening queensideAttack sacrifice short"
"2kr3r/pp1n1pp1/2pBp1p1/6q1/Q2PP3/6P1/PP3P2/R4BK1 b - - 4 17","a7a6 a4c6 b7c6 f1a6","1818","bodenMate deflection mate mateIn2 middlegame queensideAttack sacrifice short"
"1r4rk/1p1P1ppp/p5q1/4Q3/8/2BR2Pb/PP3P1P/4R1K1 b - - 0 31","g6d3 e5g7 g8g7 e1e8 b8e8 d7e8q","1844","advancedPawn clearance kingsideAttack long mate mateIn3 middlegame pin promotion sacrifice"
"6k1/1b3rp1/pbp1Q3/8/3q1P2/1P4P1/P4R1P/2R3KB w - - 4 40","h1c6 d4f2 g1h1 f2f3 c6f3 b7f3","1867","doubleBishopMate long mate mateIn3 middlegame xRayAttack"
"2B1k3/ppr2p2/3p2p1/4p3/4P3/3P2qQ/PPp5/R2K3R w - - 0 28","d1d2 g3f2 d2c1 f2f4 h3e3 f4e3","1891","endgame long mate mateIn3"
"2r2k2/R4ppp/4p3/1N6/8/n7/P4PPP/6K1 w - - 2 35","a7c7 c8d8 c7c1 a3b5","1861","advantage endgame quietMove short"
"6k1/pp3r2/6rp/3Q4/5p2/2P1pN1R/PPq3PP/4R1K1 w - - 1 30","f3e5 c2f2 g1h1 f2e1","1891","fork mate mateIn2 middlegame short"
"r4rk1/p5p1/2pp2p1/q1n3b1/2P5/1P2P2B/PB2KP2/R2Q3R w - - 0 21","d1d6 f8f2 e2f2 c5e4 f2e2 e4d6","1845","attraction crushing fork long middlegame sacrifice"
"4r1k1/pbp4p/1p1p2pb/3Pq3/2P3B1/1P2p3/P4PPP/R2Q1RK1 w - - 0 18","g4e6 e8e6 d5e6 e3e2","1823","advancedPawn advantage middlegame sacrifice short"
"8/5p2/5p1p/2k1pP1P/4K1P1/5P2/8/8 b - - 6 43","c5c4 g4g5 f6g5 e4e5 c4d3 e5f6","1884","crushing deflection endgame long pawnEndgame"
"r4r1k/1p2Nppp/p3b3/2B3q1/3p4/5QP1/PP3K1R/RN6 b - - 0 24","g5c5 h2h7 h8h7 f3h1 e6h3 h1h3 c5h5 h3h5","1884","anastasiaMate attraction kingsideAttack master mate mateIn4 middlegame sacrifice veryLong"
"r2q3k/p3bQ2/2p2p2/np1pP3/3P4/2P4b/PP4PP/RNB4K b - - 0 20","h3d7 c1h6 e7f8 h6f8 d8f8 f7d7","1849","advantage long middlegame quietMove"
"r5k1/ppp2ppp/2b5/3nr1q1/2B5/1Q2P3/PP3PPP/R1B2RK1 w - - 2 17","f2f4 d5f4 c4f7 g8h8","1824","crushing defensiveMove discoveredAttack middlegame short"
"6k1/5pp1/p1b2P1p/2p5/P1r5/5PbP/1B4P1/3R1K2 b - - 2 31","c4c2 d1d8 g8h7 f6g7 c2c1 b2c1","1830","advancedPawn advantage endgame long"
"1r4rk/p4p1p/4p3/q2p1p2/8/1B5R/PbPBQ1PP/6K1 b - - 1 24","a5c7 h3h7 h8h7 e2h5 h7g7 h5h6","1861","attraction dovetailMate kingsideAttack long mate mateIn3 middlegame sacrifice"
"8/pp6/2pk2p1/5P2/2P1K1P1/8/P7/8 b - - 0 39","g6f5 e4f5 d6e7 f5g6","1851","crushing defensiveMove endgame pawnEndgame short"
"3rr3/1Q1bN1p1/p2k3p/1p2qP2/1P3bP1/P2P3P/2P3B1/R2K1R2 w - - 2 29","b7a6 d6e7 f1e1 f4e3","1883","advantage defensiveMove hangingPiece middlegame short"
"r2r2k1/1p3ppp/p2p4/2nNqR1Q/2P1P3/8/PP4PP/1B5K b - - 0 25","e5b2 d5e7 g8h8 h5h7 h8h7 f5h5","1826","anastasiaMate attraction kingsideAttack long mate mateIn3 middlegame sacrifice"
"8/6p1/2N2k2/6p1/rp4K1/6P1/2n5/5R2 b - - 7 48","f6g6 c6e7 g6h7 f1h1","1884","anastasiaMate endgame mate mateIn2 short"
"4r2k/1p4Rp/7N/6B1/1r4Q1/8/2q2PPP/3R2K1 b - - 0 28","b4g4 g7g8 e8g8 g5f6 g4g7 h6f7","1887","long mate mateIn3 middlegame pin sacrifice smotheredMate"
"3Q4/p4R2/4r1kp/2P1p3/6q1/3P4/1N2n1P1/5RK1 w - - 2 34","g1h2 g4h5 d8h4 h5h4","1891","anastasiaMate mate mateIn2 middlegame short"
"2k5/ppp4p/3r4/7Q/1P2p3/P1P1q1r1/6P1/5R1K b - - 1 33","g3g2 f1f8 d6d8 h5f5 c8b8 f8d8","1844","backRankMate deflection endgame long mate mateIn3"
"5b1k/1r5p/3p4/pB4p1/P5P1/1P6/2P1r3/1K1R3R b - - 2 33","e2e4 b5c6","1848","advantage endgame oneMove"
"rnb2rk1/ppp2ppp/8/4P3/2B2Q2/8/PPP3qP/2KR2NR b - - 1 12","g2h1 f4f7 f8f7 d1d8","1879","kingsideAttack mate mateIn2 middlegame pin sacrifice short"
"2k3rr/pp3R2/4p1p1/b2pQ3/2p5/7P/PPK1B1q1/1R6 b - - 0 23","h8h3 e5e6 c8b8 e6d6 b8a8 f7f8 g8f8 d6f8 a5d8 f8d8","1894","backRankMate mate mateIn5 middlegame veryLong"
"r1b2rk1/pp4bp/2n1p1p1/2p1Pp2/3q1B2/2NP2P1/PPP3BP/R3QR1K b - - 4 14","g7e5 g2c6 e5f4 f1f4","1878","advantage capturingDefender middlegame short"
"1r1r2kR/p3qp2/b1p1p1p1/4P1N1/5QP1/2N5/PPP2pK1/8 b - - 7 27","g8h8 f4h2 h8g7 h2h7 g7f8 h7h8","1871","exposedKing kingsideAttack long mate mateIn3 middlegame"
"3r2k1/p2rbppp/qp2Nn2/6B1/8/2PR4/PP2QPPP/3R2K1 b - - 0 20","f7e6 e2e6 g8h8 d3d7 d8d7 d1d7","1867","crushing kingsideAttack long middlegame"
"3r2k1/p1p2pPp/1b5B/8/8/5Q2/P1q2PPP/5RK1 w - - 0 22","f3a3 c2f2 g1h1 f2f1","1887","deflection endgame mate mateIn2 short"
"8/2p1Q3/kpbN4/p7/6p1/KP4P1/P1rn4/8 w - - 10 36","d6c4 d2b1","1865","endgame mate mateIn1 oneMove"
"r1b1k2r/p1pq1p2/2Nb1n1p/3p4/4P3/3P2Bp/PPP2PP1/RN1Q1RK1 w kq - 1 13","e4e5 h3g2 f1e1 d7h3","1851","advancedPawn advantage clearance opening short"
"r3brk1/ppq2p2/2n1p1PQ/3p4/3P4/2P2Nb1/PP3PP1/R3K2R b KQ - 0 19","f7g6 h6h8 g8f7 h1h7","1836","kingsideAttack mate mateIn2 middlegame short"
"2k3rr/1pp2p2/p1nqp3/7p/3P2n1/P1PQ1NP1/1P1B1P2/R3R1K1 w - - 1 18","d2f4 d6f4 g3f4 g4e5 g1f1 e5d3","1838","crushing discoveredAttack kingsideAttack long middlegame sacrifice"
"1r6/ppr1k2p/4p3/3p1pp1/PR1P4/1RPKP2P/5PP1/8 w - - 0 26","c3c4 a7a5 c4d5 a5b4","1849","crushing endgame rookEndgame short"
"5rk1/Q4pp1/4p1p1/3p2q1/2rR2P1/5P2/PPP4P/2K4R w - - 1 25","c1b1 g5e3 d4c4 e3a7","1840","crushing endgame short"
"2r3k1/1R3R1p/4pQp1/p1q5/P3PP2/8/4NKPP/3r4 w - - 1 32","f2g3 d1d3 g3h4 c5h5","1808","mate mateIn2 middlegame short"
"rn3rk1/pp3ppp/2pQ1Pn1/8/2B1PRbq/6N1/PPP3PP/3R2K1 b - - 2 18","g6f4 d6f8 g8f8 d1d8","1843","attraction kingsideAttack mate mateIn2 middlegame sacrifice short"
"2r5/1p4p1/4k2p/4q3/Q3Pp2/P2r1B1K/1P4P1/R3R3 w - - 0 28","a1d1 e5h5","1818","mate mateIn1 middlegame oneMove pin"
"2r5/p1p3Q1/1pk4p/4P3/3P2n1/B1P1q3/P1P3PP/5RK1 w - - 7 27","g1h1 g4f2 h1g1 f2h3 g1h1 e3g1 f1g1 h3f2","1890","doubleCheck endgame mate mateIn4 sacrifice smotheredMate veryLong"
"2n4r/k3q1pp/p4n2/P1bPN3/4Pp2/2B5/2P2PPP/1R2K2R b K - 0 23","f6e4 e5c6 a7a8 b1b8","1849","arabianMate fork mate mateIn2 middlegame short"
"r4rk1/ppp2pb1/3p2q1/4n3/3BP1b1/2N5/PPP4Q/1K4RR b - - 1 19","e5f3 h2h8 g7h8 h1h8","1804","kingsideAttack mate mateIn2 middlegame sacrifice short"
"6k1/pp3ppp/2p4r/2Np4/1P6/P5P1/2P1qPQ1/3R2K1 w - - 12 30","g2f1 e2f3 f1g2 f3d1","1845","crushing endgame short"
"7k/ppp3pp/3p2r1/3Pp3/4QP1b/2P2n1q/PP4RP/R1B4K w - - 7 23","e4e2 h3h2 g2h2 g6g1","1805","arabianMate kingsideAttack master masterVsMaster mate mateIn2 middlegame sacrifice short"
"r3k2r/ppqb1ppp/3bpn2/8/1PBN4/P7/2P2PPP/R1BQ1RK1 w kq - 1 15","d4b5 d6h2 g1h1 c7c4","1858","crushing middlegame short"
"5r1r/ppqb2k1/3b2p1/3pp1P1/3P1PQP/2NB1R2/PPP5/5RK1 w - - 0 24","g4g2 e5e4 c3d5 e4f3","1828","advantage fork middlegame short"
"r1b1kb1r/1p1pnppp/2n1p3/qN6/Q1B1P3/2P1B3/P4PPP/R3K2R b KQkq - 2 12","a5a4 b5d6 e8d8 e3b6","1871","mate mateIn2 middlegame short"
"8/8/p1r2pk1/8/P2R2P1/2P2K2/3p4/8 w - - 2 53","f3e4 c6c4 d4c4 d2d1q","1862","advancedPawn crushing deflection endgame pin promotion rookEndgame short"
"r6k/1R5p/6p1/p2Bpb2/8/P4QK1/1q4PP/8 b - - 0 31","e5e4 b7b2 e4f3 d5a8","1895","crushing discoveredAttack endgame short"
"r1b2r1k/2q2p1n/p1pp3Q/1p2n2R/4P3/P1NB3P/1PP3P1/5RK1 b - - 4 22","f7f6 h6f8","1822","kingsideAttack master mate mateIn1 middlegame oneMove pin"
"2k5/ppp2ppp/3r4/8/3PP1rn/PR6/P2B1PPP/1R4K1 w - - 3 24","b3b7 h4f3 g1h1 f3d2","1861","crushing endgame pin short"
"6r1/p1pk4/5p2/2pq4/5Q1P/1P1PP3/P1P5/RN4K1 w - - 1 33","g1f1 d5h1 f1e2 g8g2","1842","advantage endgame short"
"4r1k1/5pp1/3P1q1p/5N2/3P4/6Q1/r5PP/5RK1 b - - 0 28","e8e2 f5e7 e2e7 f1f6","1853","crushing discoveredAttack endgame pin short"
"r5nr/2kn1bpp/2p2p2/p1b1pPP1/N3P2P/p4N2/1PPB4/2KR1B1R w - - 0 17","a4c5 a3a2 c5b3 f7b3","1817","advancedPawn crushing middlegame short"
"5rk1/p2pnppp/8/qb2Q3/3nP3/2N5/PP3PPP/1K1R3R w - - 0 18","d1d4 b5d3 d4d3 a5e5","1859","advantage discoveredAttack middlegame short"
"rn5r/p3bkpp/2pp1nq1/4p3/2Q1P3/2N2NP1/P1PP1P1P/R1B3K1 b - - 1 12","d6d5 f3e5 f7f8 e5g6","1810","crushing fork middlegame short"
"3r2k1/1b2n1pp/1q2p3/rB2P1N1/Pp1P1Q2/2n5/6PP/3R1RK1 b - - 3 25","c3d1 f4f7 g8h8 f7f8 d8f8 f1f8 e7g8 g5f7","1888","fork mate mateIn4 middlegame sacrifice smotheredMate veryLong"
"8/1Rb2p2/4nkp1/2N5/5PP1/4BK2/2r5/8 b - - 0 37","c2c3 c5e4 f6e7 e4c3","1813","crushing endgame fork master short"
"kr3r2/b4p2/3p1qbp/1R2p1p1/Q1P1P1P1/3P3P/4KP1B/5R2 b - - 4 28","f8c8 a4a7 a8a7 f1a1","1859","attraction mate mateIn2 middlegame queensideAttack sacrifice short"
"r1b1k2r/2p2pp1/p1n1pq1p/1p6/2B1Q3/P2P1N2/1PPR1PPP/2K4R b kq - 1 14","c8b7 c4d5 e8g8 d5c6 b7c6 e4c6","1890","advantage long middlegame pin"
"r1bqkb1r/pp3ppp/3pP3/8/2n5/5N2/PP3KPP/RNBQR3 b kq - 0 11","c8e6 d1a4 d8d7 a4c4","1854","advantage opening pin short"
"r1b1k2r/pp3p1p/4p1p1/2p5/2PqBP2/3P1QPP/PP4K1/R4R2 w kq - 2 17","e4b7 d4b2 f1f2 b2b7","1891","crushing middlegame short"
